task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_count,output_initializer_count,zero_initializers_replaced,zero_initializer_elements_replaced
task312,outputs\reference_6275_flat\task312.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task312_ZeroInitializerCompression.onnx,171,171,0,1202,1202,0,9,9,0,0
task313,outputs\reference_6275_flat\task313.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task313_ZeroInitializerCompression.onnx,1437,1437,0,3668,3668,0,11,11,0,0
task314,outputs\reference_6275_flat\task314.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task314_ZeroInitializerCompression.onnx,1536,1536,0,24532,24532,0,83,83,0,0
task315,outputs\reference_6275_flat\task315.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task315_ZeroInitializerCompression.onnx,307,307,0,1461,1461,0,9,9,0,0
task316,outputs\reference_6275_flat\task316.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task316_ZeroInitializerCompression.onnx,866,866,0,5631,5631,0,18,18,0,0
task317,outputs\reference_6275_flat\task317.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task317_ZeroInitializerCompression.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task318,outputs\reference_6275_flat\task318.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task318_ZeroInitializerCompression.onnx,0,0,0,728,728,0,0,0,0,0
task319,outputs\reference_6275_flat\task319.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task319_ZeroInitializerCompression.onnx,741,741,0,8028,8028,0,24,24,0,0
task320,outputs\reference_6275_flat\task320.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task320_ZeroInitializerCompression.onnx,565,403,-162,2183,2229,46,11,11,1,99
task321,outputs\reference_6275_flat\task321.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task321_ZeroInitializerCompression.onnx,189,189,0,2349,2349,0,10,10,0,0
task322,outputs\reference_6275_flat\task322.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task322_ZeroInitializerCompression.onnx,0,0,0,539,539,0,0,0,0,0
task323,outputs\reference_6275_flat\task323.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task323_ZeroInitializerCompression.onnx,2055,2055,0,2479,2479,0,5,5,0,0
task324,outputs\reference_6275_flat\task324.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task324_ZeroInitializerCompression.onnx,5310,5310,0,6861,6861,0,18,18,0,0
task325,outputs\reference_6275_flat\task325.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task325_ZeroInitializerCompression.onnx,3996,2232,-1764,5072,4331,-741,22,22,1,900
task326,outputs\reference_6275_flat\task326.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task326_ZeroInitializerCompression.onnx,0,0,0,251,251,0,0,0,0,0
task327,outputs\reference_6275_flat\task327.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task327_ZeroInitializerCompression.onnx,126,126,0,2321,2321,0,8,8,0,0
task328,outputs\reference_6275_flat\task328.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task328_ZeroInitializerCompression.onnx,2532,2532,0,10607,10607,0,20,20,0,0
task329,outputs\reference_6275_flat\task329.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task329_ZeroInitializerCompression.onnx,282,282,0,1652,1652,0,10,10,0,0
task330,outputs\reference_6275_flat\task330.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task330_ZeroInitializerCompression.onnx,5579,619,-4960,7080,3338,-3742,13,13,2,1001
task331,outputs\reference_6275_flat\task331.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task331_ZeroInitializerCompression.onnx,4550,4550,0,3836,3836,0,2,2,0,0
task332,outputs\reference_6275_flat\task332.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task332_ZeroInitializerCompression.onnx,527,527,0,2514,2514,0,17,17,0,0
task333,outputs\reference_6275_flat\task333.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task333_ZeroInitializerCompression.onnx,393,393,0,4379,4379,0,19,19,0,0
task334,outputs\reference_6275_flat\task334.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task334_ZeroInitializerCompression.onnx,165,165,0,889,889,0,5,5,0,0
task335,outputs\reference_6275_flat\task335.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task335_ZeroInitializerCompression.onnx,477,477,0,3440,3440,0,11,11,0,0
task336,outputs\reference_6275_flat\task336.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task336_ZeroInitializerCompression.onnx,505,341,-164,5276,5321,45,12,12,1,100
task337,outputs\reference_6275_flat\task337.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task337_ZeroInitializerCompression.onnx,90,90,0,159,159,0,1,1,0,0
task338,outputs\reference_6275_flat\task338.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task338_ZeroInitializerCompression.onnx,6426,1962,-4464,8884,5422,-3462,9,9,1,900
task339,outputs\reference_6275_flat\task339.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task339_ZeroInitializerCompression.onnx,468,468,0,1588,1588,0,11,11,0,0
task340,outputs\reference_6275_flat\task340.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task340_ZeroInitializerCompression.onnx,696,696,0,4147,4147,0,25,25,0,0
task341,outputs\reference_6275_flat\task341.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task341_ZeroInitializerCompression.onnx,2523,2523,0,8743,8743,0,52,52,0,0
task342,outputs\reference_6275_flat\task342.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task342_ZeroInitializerCompression.onnx,284,284,0,2836,2836,0,16,16,0,0
task343,outputs\reference_6275_flat\task343.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task343_ZeroInitializerCompression.onnx,2592,2592,0,10429,10429,0,15,15,0,0
task344,outputs\reference_6275_flat\task344.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task344_ZeroInitializerCompression.onnx,12550,12550,0,10236,10236,0,2,2,0,0
task345,outputs\reference_6275_flat\task345.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task345_ZeroInitializerCompression.onnx,5898,3234,-2664,10079,8414,-1665,23,23,1,900
task346,outputs\reference_6275_flat\task346.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task346_ZeroInitializerCompression.onnx,191,191,0,1781,1781,0,9,9,0,0
task347,outputs\reference_6275_flat\task347.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task347_ZeroInitializerCompression.onnx,0,0,0,1234,1234,0,0,0,0,0
task348,outputs\reference_6275_flat\task348.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task348_ZeroInitializerCompression.onnx,463,299,-164,1950,1983,33,12,12,1,100
task349,outputs\reference_6275_flat\task349.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task349_ZeroInitializerCompression.onnx,9921,8157,-1764,8427,7662,-765,10,10,1,900
task350,outputs\reference_6275_flat\task350.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task350_ZeroInitializerCompression.onnx,230,230,0,1984,1984,0,6,6,0,0
task351,outputs\reference_6275_flat\task351.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task351_ZeroInitializerCompression.onnx,354,354,0,3049,3049,0,7,7,0,0
task352,outputs\reference_6275_flat\task352.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task352_ZeroInitializerCompression.onnx,234,234,0,1398,1398,0,7,7,0,0
task353,outputs\reference_6275_flat\task353.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task353_ZeroInitializerCompression.onnx,745,445,-300,3244,3207,-37,13,13,1,168
task354,outputs\reference_6275_flat\task354.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task354_ZeroInitializerCompression.onnx,612,448,-164,2710,2751,41,15,15,1,100
task355,outputs\reference_6275_flat\task355.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task355_ZeroInitializerCompression.onnx,437,437,0,3971,3971,0,12,12,0,0
task356,outputs\reference_6275_flat\task356.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task356_ZeroInitializerCompression.onnx,389,225,-164,2324,2357,33,9,9,1,100
task357,outputs\reference_6275_flat\task357.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task357_ZeroInitializerCompression.onnx,257,257,0,1767,1767,0,12,12,0,0
task358,outputs\reference_6275_flat\task358.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task358_ZeroInitializerCompression.onnx,1203,1203,0,6541,6541,0,34,34,0,0
task359,outputs\reference_6275_flat\task359.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task359_ZeroInitializerCompression.onnx,117,117,0,1184,1184,0,4,4,0,0
task360,outputs\reference_6275_flat\task360.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task360_ZeroInitializerCompression.onnx,228,228,0,1168,1168,0,13,13,0,0
task361,outputs\reference_6275_flat\task361.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task361_ZeroInitializerCompression.onnx,2332,2332,0,6846,6846,0,19,19,0,0
task362,outputs\reference_6275_flat\task362.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task362_ZeroInitializerCompression.onnx,261,261,0,1696,1696,0,11,11,0,0
task363,outputs\reference_6275_flat\task363.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task363_ZeroInitializerCompression.onnx,1014,1014,0,5425,5425,0,20,20,0,0
task364,outputs\reference_6275_flat\task364.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task364_ZeroInitializerCompression.onnx,5120,2085,-3035,10636,8698,-1938,23,23,2,880
task365,outputs\reference_6275_flat\task365.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task365_ZeroInitializerCompression.onnx,627,627,0,16991,16991,0,12,12,0,0
task366,outputs\reference_6275_flat\task366.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task366_ZeroInitializerCompression.onnx,13979,13979,0,84301,84301,0,42,42,0,0
task367,outputs\reference_6275_flat\task367.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task367_ZeroInitializerCompression.onnx,717,717,0,6278,6278,0,26,26,0,0
task368,outputs\reference_6275_flat\task368.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task368_ZeroInitializerCompression.onnx,429,429,0,8950,8950,0,32,32,0,0
task369,outputs\reference_6275_flat\task369.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task369_ZeroInitializerCompression.onnx,498,234,-264,3315,3250,-65,11,11,1,100
task370,outputs\reference_6275_flat\task370.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task370_ZeroInitializerCompression.onnx,813,813,0,15444,15444,0,27,27,0,0
task371,outputs\reference_6275_flat\task371.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task371_ZeroInitializerCompression.onnx,1333,389,-944,3031,2393,-638,12,12,1,196
task372,outputs\reference_6275_flat\task372.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task372_ZeroInitializerCompression.onnx,108,108,0,664,664,0,7,7,0,0
task373,outputs\reference_6275_flat\task373.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task373_ZeroInitializerCompression.onnx,36,36,0,581,581,0,1,1,0,0
task374,outputs\reference_6275_flat\task374.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task374_ZeroInitializerCompression.onnx,588,588,0,5300,5300,0,13,13,0,0
task375,outputs\reference_6275_flat\task375.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task375_ZeroInitializerCompression.onnx,367,367,0,2214,2214,0,12,12,0,0
task376,outputs\reference_6275_flat\task376.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task376_ZeroInitializerCompression.onnx,536,536,0,4045,4045,0,15,15,0,0
task377,outputs\reference_6275_flat\task377.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task377_ZeroInitializerCompression.onnx,452,452,0,18685,18685,0,13,13,0,0
task378,outputs\reference_6275_flat\task378.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task378_ZeroInitializerCompression.onnx,384,384,0,5481,5481,0,16,16,0,0
task379,outputs\reference_6275_flat\task379.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task379_ZeroInitializerCompression.onnx,5364,5364,0,13402,13402,0,29,29,0,0
task380,outputs\reference_6275_flat\task380.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task380_ZeroInitializerCompression.onnx,72,72,0,396,396,0,4,4,0,0
task381,outputs\reference_6275_flat\task381.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task381_ZeroInitializerCompression.onnx,400,236,-164,2035,2056,21,6,6,1,100
task382,outputs\reference_6275_flat\task382.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task382_ZeroInitializerCompression.onnx,3006,3006,0,19127,19127,0,72,72,0,0
task383,outputs\reference_6275_flat\task383.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task383_ZeroInitializerCompression.onnx,105,105,0,3193,3193,0,10,10,0,0
task384,outputs\reference_6275_flat\task384.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task384_ZeroInitializerCompression.onnx,954,954,0,4308,4308,0,13,13,0,0
task385,outputs\reference_6275_flat\task385.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task385_ZeroInitializerCompression.onnx,270,270,0,175,175,0,1,1,0,0
task386,outputs\reference_6275_flat\task386.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task386_ZeroInitializerCompression.onnx,0,0,0,1334,1334,0,0,0,0,0
task387,outputs\reference_6275_flat\task387.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task387_ZeroInitializerCompression.onnx,498,498,0,12388,12388,0,25,25,0,0
task388,outputs\reference_6275_flat\task388.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task388_ZeroInitializerCompression.onnx,1512,1512,0,6536,6536,0,32,32,0,0
task389,outputs\reference_6275_flat\task389.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task389_ZeroInitializerCompression.onnx,250,250,0,1421,1421,0,9,9,0,0
task390,outputs\reference_6275_flat\task390.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task390_ZeroInitializerCompression.onnx,3123,3123,0,5953,5953,0,10,10,0,0
task391,outputs\reference_6275_flat\task391.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task391_ZeroInitializerCompression.onnx,245,245,0,2841,2841,0,12,12,0,0
task392,outputs\reference_6275_flat\task392.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task392_ZeroInitializerCompression.onnx,7389,2397,-4992,9738,6683,-3055,32,32,3,1700
task393,outputs\reference_6275_flat\task393.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task393_ZeroInitializerCompression.onnx,63,63,0,1538,1538,0,8,8,0,0
task394,outputs\reference_6275_flat\task394.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task394_ZeroInitializerCompression.onnx,309,309,0,3787,3787,0,14,14,0,0
task395,outputs\reference_6275_flat\task395.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task395_ZeroInitializerCompression.onnx,297,297,0,1179,1179,0,10,10,0,0
task396,outputs\reference_6275_flat\task396.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task396_ZeroInitializerCompression.onnx,25442,25442,0,26549,26549,0,20,20,0,0
task397,outputs\reference_6275_flat\task397.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task397_ZeroInitializerCompression.onnx,471,471,0,7195,7195,0,29,29,0,0
task398,outputs\reference_6275_flat\task398.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task398_ZeroInitializerCompression.onnx,6714,6714,0,8682,8682,0,26,26,0,0
task399,outputs\reference_6275_flat\task399.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task399_ZeroInitializerCompression.onnx,2144,2144,0,1907,1907,0,4,4,0,0
task400,outputs\reference_6275_flat\task400.onnx,outputs\candidates\ref6275_zero_initializer_compressed\task400_ZeroInitializerCompression.onnx,345,345,0,3021,3021,0,6,6,0,0
